person_as_time,img,term,category,score
2019-01-24,Person23_7,eyeball|pinkCandle|lavenderDie|yellowBag,label|label|label|label,eyeball:0.26564;pinkCandle:0.34891;lavenderDie:0.9148799999999999;yellowBag:0.4723
2019-01-24,Person23_70,birdCall|eyeball|sign|hairClip|yellowBag,label|label|label|label|label,birdCall:0.37314;eyeball:0.28963;sign:0.61615;hairClip:0.31145;yellowBag:0.29844
2019-01-24,Person23_71,cupcakePaper|yellowBag,label|label,cupcakePaper:0.26443;yellowBag:0.27134
2019-01-24,Person23_72,pinkCandle|yellowBag,label|label,pinkCandle:0.49523;yellowBag:0.47793
2019-01-24,Person23_73,canadaPencil|pinkCandle|sign,label|label|label,canadaPencil:0.30372;pinkCandle:0.33285;sign:0.39314
2019-01-24,Person23_74,birdCall|cloudSign|eyeball|sign|blueSunglasses|hairClip|yellowBag,label|label|label|label|label|label|label,birdCall:0.32036;cloudSign:0.51903;eyeball:0.34217;sign:0.3413;blueSunglasses:0.32736;hairClip:0.53245;yellowBag:0.38555
2019-01-24,Person23_75,birdCall|pinkCandle|sign,label|label|label,birdCall:0.4602;pinkCandle:0.3898;sign:0.68579
2019-01-24,Person23_76,cupcakePaper|paperPlate|pumpkinNotes|sign|blueSunglasses,label|label|label|label|label,cupcakePaper:0.45596000000000003;paperPlate:0.42731;pumpkinNotes:0.33082;sign:0.36317;blueSunglasses:0.29612
2019-01-24,Person23_77,birdCall|cloudSign|cupcakePaper|blueSunglasses,label|label|label|label,birdCall:0.49356000000000005;cloudSign:0.28886999999999996;cupcakePaper:0.33984000000000003;blueSunglasses:0.35129
2019-01-24,Person23_78,silverStraw|lavenderDie,label|label,silverStraw:0.38768;lavenderDie:0.30437
2019-01-24,Person23_79,eyeball|pumpkinNotes|sign|hairClip,label|label|label|label,eyeball:0.29825;pumpkinNotes:0.36438000000000004;sign:0.29988000000000004;hairClip:0.25984
2019-01-24,Person23_8,birdCall|eyeball|blueSunglasses|lavenderDie|yellowBag,label|label|label|label|label,birdCall:0.33100999999999997;eyeball:0.32294;blueSunglasses:0.27294;lavenderDie:0.77004;yellowBag:0.52553
2019-01-24,Person23_80,cupcakePaper|eyeball|paperPlate|pumpkinNotes|blueSunglasses,label|label|label|label|label,cupcakePaper:0.49567;eyeball:0.3645;paperPlate:0.5594100000000001;pumpkinNotes:0.26878;blueSunglasses:0.37068
2019-01-24,Person23_81,cloudSign|cupcakePaper|pinkCandle|sign,label|label|label|label,cloudSign:0.37859;cupcakePaper:0.37059000000000003;pinkCandle:0.25468;sign:0.37338000000000005
2019-01-24,Person23_82,cloudSign|cupcakePaper|pumpkinNotes|sign,label|label|label|label,cloudSign:0.26111999999999996;cupcakePaper:0.60502;pumpkinNotes:0.29748;sign:0.51162
2019-01-24,Person23_83,cloudSign|cupcakePaper|eyeball|paperPlate|pinkCandle|pumpkinNotes|sign|blueSunglasses,label|label|label|label|label|label|label|label,cloudSign:0.25334;cupcakePaper:0.586;eyeball:0.28469;paperPlate:0.75851;pinkCandle:0.36658;pumpkinNotes:0.47255;sign:0.31;blueSunglasses:0.34417
2019-01-24,Person23_9,eyeball|blueSunglasses|hairClip|lavenderDie|yellowBag,label|label|label|label|label,eyeball:0.47301000000000004;blueSunglasses:0.3448;hairClip:0.35494000000000003;lavenderDie:0.7921199999999999;yellowBag:0.5170100000000001
2019-01-25,Person24_1,eyeball|pinkCandle|pumpkinNotes|blueSunglasses,label|label|label|label,eyeball:0.5118;pinkCandle:0.34388;pumpkinNotes:0.30638000000000004;blueSunglasses:0.33821999999999997
2019-01-25,Person24_10,birdCall|eyeball|sign|blueSunglasses|hairClip|lavenderDie|yellowBag,label|label|label|label|label|label|label,birdCall:0.26837;eyeball:0.31195;sign:0.262;blueSunglasses:0.35955;hairClip:0.36372;lavenderDie:0.5835600000000001;yellowBag:0.30831
2019-01-25,Person24_11,birdCall|eyeball|sign|blueSunglasses|hairClip|lavenderDie|yellowBag,label|label|label|label|label|label|label,birdCall:0.26837;eyeball:0.31195;sign:0.262;blueSunglasses:0.35955;hairClip:0.36372;lavenderDie:0.5835600000000001;yellowBag:0.30831
2019-01-25,Person24_12,eyeball|pinkCandle|sign|blueSunglasses,label|label|label|label,eyeball:0.25394;pinkCandle:0.31219;sign:0.35504;blueSunglasses:0.30555
2019-01-25,Person24_13,eyeball|pinkCandle|sign|blueSunglasses,label|label|label|label,eyeball:0.25394;pinkCandle:0.31219;sign:0.35504;blueSunglasses:0.30555
2019-01-25,Person24_14,cloudSign|eyeball|metalKey|pinkCandle|pumpkinNotes|redWhistle|trophy|hairClip|stickerBox|yellowBag,label|label|label|label|label|label|label|label|label|label,cloudSign:0.32408000000000003;eyeball:0.4998;metalKey:0.32921;pinkCandle:0.26406999999999997;pumpkinNotes:0.39127;redWhistle:0.45948;trophy:0.4457;hairClip:0.41357;stickerBox:0.3103;yellowBag:0.4592
2019-01-25,Person24_2,cloudSign|eyeball|pinkCandle|pumpkinNotes,label|label|label|label,cloudSign:0.37506;eyeball:0.39243;pinkCandle:0.31016;pumpkinNotes:0.30555
2019-01-25,Person24_3,cloudSign|pinkCandle|sign|blueSunglasses|stickerBox,label|label|label|label|label,cloudSign:0.51173;pinkCandle:0.30787;sign:0.39233;blueSunglasses:0.39339;stickerBox:0.39056
2019-01-25,Person24_4,cloudSign|eyeball|partyFavor|pinkCandle|redWhistle|sign|trophy|blueSunglasses|hairClip|stickerBox,label|label|label|label|label|label|label|label|label|label,cloudSign:0.47948999999999997;eyeball:0.37554;partyFavor:0.26981;pinkCandle:0.31012;redWhistle:0.32809;sign:0.32521;trophy:0.3675;blueSunglasses:0.38905;hairClip:0.6945600000000001;stickerBox:0.33419
2019-01-25,Person24_5,cloudSign|eyeball|pinkCandle|redWhistle|sign|blueSunglasses|hairClip|yellowBag,label|label|label|label|label|label|label|label,cloudSign:0.31739;eyeball:0.42595;pinkCandle:0.43885;redWhistle:0.40657;sign:0.40955;blueSunglasses:0.36975;hairClip:0.30616;yellowBag:0.37904
2019-01-25,Person24_6,cupcakePaper|eyeball|pinkCandle|pumpkinNotes|blueSunglasses,label|label|label|label|label,cupcakePaper:0.2563;eyeball:0.26800999999999997;pinkCandle:0.30785;pumpkinNotes:0.68424;blueSunglasses:0.31777
2019-01-25,Person24_7,cloudSign|cupcakePaper|pinkCandle|pumpkinNotes|blueSunglasses,label|label|label|label|label,cloudSign:0.41015;cupcakePaper:0.26907;pinkCandle:0.28321;pumpkinNotes:0.34412;blueSunglasses:0.28994000000000003
2019-01-25,Person24_8,canadaPencil|cloudSign|sign|silverStraw,label|label|label|label,canadaPencil:0.33875;cloudSign:0.29871;sign:0.47525;silverStraw:0.4265
2019-01-25,Person24_9,canadaPencil|cloudSign|sign|silverStraw,label|label|label|label,canadaPencil:0.33875;cloudSign:0.29871;sign:0.47525;silverStraw:0.4265
2019-01-26,Person25_1,birdCall|canadaPencil|eyeball|pumpkinNotes|blueSunglasses|stickerBox,label|label|label|label|label|label,birdCall:0.41229;canadaPencil:0.27139;eyeball:0.32018;pumpkinNotes:0.5453100000000001;blueSunglasses:0.39342;stickerBox:0.37392
2019-01-26,Person25_10,cupcakePaper|metalKey|pinkCandle|sign|hairClip,label|label|label|label|label,cupcakePaper:0.2592;metalKey:0.42678;pinkCandle:0.41015;sign:0.52004;hairClip:0.34756
2019-01-26,Person25_11,canadaPencil|noisemaker|pinkCandle|silverStraw,label|label|label|label,canadaPencil:0.45248;noisemaker:0.31506;pinkCandle:0.36924;silverStraw:0.25367
2019-01-26,Person25_12,cloudSign|eyeball|pinkCandle|sign|stickerBox,label|label|label|label|label,cloudSign:0.42993000000000003;eyeball:0.40386;pinkCandle:0.35223000000000004;sign:0.33921;stickerBox:0.26835
2019-01-26,Person25_13,cloudSign|eyeball|pinkCandle|pumpkinNotes|redWhistle|yellowBag,label|label|label|label|label|label,cloudSign:0.32336;eyeball:0.5777100000000001;pinkCandle:0.26409;pumpkinNotes:0.44986000000000004;redWhistle:0.33209;yellowBag:0.39225
2019-01-26,Person25_14,cloudSign|eyeball|pinkCandle|redWhistle|sign|lavenderDie,label|label|label|label|label|label,cloudSign:0.29023000000000004;eyeball:0.38650999999999996;pinkCandle:0.43301999999999996;redWhistle:0.33732;sign:0.58192;lavenderDie:0.30834
2019-01-26,Person25_15,cloudSign|eyeball|pinkCandle|redWhistle|sign|blueSunglasses|stickerBox|yellowBag,label|label|label|label|label|label|label|label,cloudSign:0.50641;eyeball:0.31881;pinkCandle:0.29995;redWhistle:0.30889;sign:0.5768;blueSunglasses:0.36613;stickerBox:0.5361100000000001;yellowBag:0.31719
2019-01-26,Person25_16,birdCall|canadaPencil|cloudSign|cupcakePaper|eyeball|paperPlate|pumpkinNotes|blueSunglasses|stickerBox|yellowBag,label|label|label|label|label|label|label|label|label|label,birdCall:0.31567;canadaPencil:0.30956999999999996;cloudSign:0.29563;cupcakePaper:0.40064;eyeball:0.52447;paperPlate:0.35042;pumpkinNotes:0.49654;blueSunglasses:0.41978000000000004;stickerBox:0.41463;yellowBag:0.26437
2019-01-26,Person25_17,birdCall|trophy|yellowBag,label|label|label,birdCall:0.39755999999999997;trophy:0.26796;yellowBag:0.26421
2019-01-26,Person25_18,cupcakePaper|pinkCandle|sign|trophy|hairClip,label|label|label|label|label,cupcakePaper:0.27947;pinkCandle:0.27105;sign:0.34748;trophy:0.3598;hairClip:0.31811
2019-01-26,Person25_19,birdCall|sign,label|label,birdCall:0.51139;sign:0.35879
2019-01-26,Person25_2,birdCall|canadaPencil|cupcakePaper|eyeball|paperPlate|pumpkinNotes|blueSunglasses|stickerBox,label|label|label|label|label|label|label|label,birdCall:0.36959000000000003;canadaPencil:0.26913000000000004;cupcakePaper:0.33266999999999997;eyeball:0.25254;paperPlate:0.8753200000000001;pumpkinNotes:0.4915;blueSunglasses:0.34115;stickerBox:0.48596999999999996
2019-01-26,Person25_20,metalKey|partyFavor|pinkCandle|sign,label|label|label|label,metalKey:0.49105;partyFavor:0.32536;pinkCandle:0.49299;sign:0.71925
2019-01-26,Person25_21,birdCall|cloudSign|metalKey|partyFavor|pinkCandle|pumpkinNotes|sign|blueSunglasses|hairClip|yellowBag,label|label|label|label|label|label|label|label|label|label,birdCall:0.30662;cloudSign:0.41126999999999997;metalKey:0.40048;partyFavor:0.43556999999999996;pinkCandle:0.39998;pumpkinNotes:0.44576000000000005;sign:0.49327;blueSunglasses:0.37456999999999996;hairClip:0.32605;yellowBag:0.25736
2019-01-26,Person25_22,birdCall|canadaPencil|cloudSign|eyeball|metalKey|pinkCandle|pumpkinNotes|sign|trophy|blueSunglasses|hairClip|stickerBox,label|label|label|label|label|label|label|label|label|label|label|label,birdCall:0.43567;canadaPencil:0.28784;cloudSign:0.5203;eyeball:0.27786;metalKey:0.5305300000000001;pinkCandle:0.42183000000000004;pumpkinNotes:0.5415;sign:0.5645899999999999;trophy:0.26474000000000003;blueSunglasses:0.37685;hairClip:0.31109000000000003;stickerBox:0.46248999999999996
2019-01-26,Person25_23,birdCall|cloudSign|eyeball|metalKey|noisemaker|partyFavor|pinkCandle|sign|trophy|hairClip|lavenderDie|yellowBag,label|label|label|label|label|label|label|label|label|label|label|label,birdCall:0.27756;cloudSign:0.48791999999999996;eyeball:0.32779;metalKey:0.38316999999999996;noisemaker:0.2528;partyFavor:0.4306;pinkCandle:0.53595;sign:0.5953;trophy:0.28462;hairClip:0.665;lavenderDie:0.6954899999999999;yellowBag:0.39214
2019-01-26,Person25_24,pumpkinNotes|trophy|hairClip|lavenderDie|yellowBag,label|label|label|label|label,pumpkinNotes:0.49666000000000005;trophy:0.32159;hairClip:0.5827;lavenderDie:0.77166;yellowBag:0.51139
2019-01-26,Person25_25,sign|trophy|hairClip|yellowBag,label|label|label|label,sign:0.27376999999999996;trophy:0.38975;hairClip:0.76113;yellowBag:0.39395
2019-01-26,Person25_26,cloudSign|metalKey|partyFavor|pinkCandle|redWhistle|sign,label|label|label|label|label|label,cloudSign:0.28013000000000005;metalKey:0.26735;partyFavor:0.30144;pinkCandle:0.31133;redWhistle:0.3274;sign:0.25246
2019-01-26,Person25_3,cloudSign|sign,label|label,cloudSign:0.26113000000000003;sign:0.5452
2019-01-26,Person25_4,sign|yellowBag,label|label,sign:0.28791;yellowBag:0.43017
2019-01-26,Person25_5,birdCall|cupcakePaper|pumpkinNotes,label|label|label,birdCall:0.41963;cupcakePaper:0.29270999999999997;pumpkinNotes:0.3845
2019-01-26,Person25_6,pumpkinNotes|sign,label|label,pumpkinNotes:0.3027;sign:0.50589
2019-01-26,Person25_7,pinkCandle|sign|hairClip,label|label|label,pinkCandle:0.36816;sign:0.5482;hairClip:0.25506999999999996
2019-01-26,Person25_8,pinkCandle|pumpkinNotes|sign,label|label|label,pinkCandle:0.26363000000000003;pumpkinNotes:0.29584;sign:0.45136000000000004
2019-01-26,Person25_9,canadaPencil|metalKey|pinkCandle|sign|yellowBag,label|label|label|label|label,canadaPencil:0.25045;metalKey:0.47036000000000006;pinkCandle:0.30417;sign:0.46691000000000005;yellowBag:0.28958
2019-01-27,Person26_1,birdCall|canadaPencil|cloudSign|eyeball|pinkCandle|sign|blueSunglasses|hairClip,label|label|label|label|label|label|label|label,birdCall:0.42885;canadaPencil:0.31609;cloudSign:0.35167;eyeball:0.30493000000000003;pinkCandle:0.34553;sign:0.33316999999999997;blueSunglasses:0.38355;hairClip:0.30999
2019-01-27,Person26_2,cloudSign|eyeball|hairClip|lavenderDie,label|label|label|label,cloudSign:0.31940999999999997;eyeball:0.42368999999999996;hairClip:0.35046;lavenderDie:0.45055
2019-01-27,Person26_3,birdCall|eyeball|pinkCandle|redWhistle|silverStraw|trophy|hairClip,label|label|label|label|label|label|label,birdCall:0.32445;eyeball:0.32328;pinkCandle:0.30785999999999997;redWhistle:0.32263000000000003;silverStraw:0.54418;trophy:0.25458000000000003;hairClip:0.39543
2019-01-27,Person26_4,birdCall|cloudSign|eyeball|pumpkinNotes|redWhistle|blueSunglasses|stickerBox,label|label|label|label|label|label|label,birdCall:0.26704;cloudSign:0.35353;eyeball:0.3413;pumpkinNotes:0.40562;redWhistle:0.40574;blueSunglasses:0.30882;stickerBox:0.50966
2019-01-27,Person26_5,birdCall|cloudSign|pinkCandle|pumpkinNotes|hairClip,label|label|label|label|label,birdCall:0.43888999999999995;cloudSign:0.41156000000000004;pinkCandle:0.27295;pumpkinNotes:0.6308699999999999;hairClip:0.45674
2019-01-27,Person26_6,birdCall|pinkCandle|pumpkinNotes|trophy|hairClip,label|label|label|label|label,birdCall:0.33266999999999997;pinkCandle:0.26439;pumpkinNotes:0.51708;trophy:0.40847;hairClip:0.25902
2019-01-28,Person27_1,sign,label,sign:0.35781
2019-01-28,Person27_10,eyeball|sign,label|label,eyeball:0.35451;sign:0.40853
2019-01-28,Person27_11,cloudSign|cupcakePaper,label|label,cloudSign:0.30489;cupcakePaper:0.30458
2019-01-28,Person27_12,birdCall|cloudSign|eyeball|pinkCandle|trophy|blueSunglasses|hairClip,label|label|label|label|label|label|label,birdCall:0.5139600000000001;cloudSign:0.36312;eyeball:0.26874000000000003;pinkCandle:0.31879;trophy:0.29148;blueSunglasses:0.29969;hairClip:0.38774000000000003
2019-01-28,Person27_13,,,
2019-01-28,Person27_14,eyeball|pumpkinNotes|yellowBag,label|label|label,eyeball:0.25895;pumpkinNotes:0.40360999999999997;yellowBag:0.28891
2019-01-28,Person27_2,sign|vancouverCards|yellowBag,label|label|label,sign:0.30077;vancouverCards:0.28019;yellowBag:0.25356999999999996
2019-01-28,Person27_3,cloudSign|eyeball|yellowBag,label|label|label,cloudSign:0.2811;eyeball:0.34045;yellowBag:0.35138
2019-01-28,Person27_4,eyeball|hairClip,label|label,eyeball:0.25589;hairClip:0.35084
2019-01-28,Person27_5,eyeball|blueSunglasses,label|label,eyeball:0.26669;blueSunglasses:0.27095
2019-01-28,Person27_6,cloudSign|eyeball|sign|blueSunglasses|hairClip,label|label|label|label|label,cloudSign:0.28344;eyeball:0.40707;sign:0.29496999999999995;blueSunglasses:0.52854;hairClip:0.3319
2019-01-28,Person27_7,birdCall|cloudSign|eyeball|metalKey|blueSunglasses,label|label|label|label|label,birdCall:0.3297;cloudSign:0.27721;eyeball:0.41363999999999995;metalKey:0.32266;blueSunglasses:0.43922
2019-01-28,Person27_8,eyeball|hairClip,label|label,eyeball:0.25231;hairClip:0.29386
2019-01-28,Person27_9,birdCall|cupcakePaper|partyFavor|sign,label|label|label|label,birdCall:0.2508;cupcakePaper:0.25985;partyFavor:0.42927;sign:0.29791
2019-01-29,Person28_1,eyeball|metalKey|pumpkinNotes|sign|silverStraw|blueSunglasses|stickerBox|yellowBag,label|label|label|label|label|label|label|label,eyeball:0.43523;metalKey:0.31101;pumpkinNotes:0.34301;sign:0.42158;silverStraw:0.40026;blueSunglasses:0.27796;stickerBox:0.47479;yellowBag:0.38058000000000003
2019-01-29,Person28_2,canadaPencil|cloudSign|eyeball|metalKey|pinkCandle|sign|silverStraw|blueSunglasses|stickerBox|yellowBag,label|label|label|label|label|label|label|label|label|label,canadaPencil:0.26561;cloudSign:0.33202;eyeball:0.38037;metalKey:0.46476999999999996;pinkCandle:0.27002;sign:0.47981;silverStraw:0.39347;blueSunglasses:0.34643;stickerBox:0.38008000000000003;yellowBag:0.3287
2019-01-29,Person28_3,cloudSign|eyeball|metalKey|pinkCandle|redWhistle|blueSunglasses|hairClip|lavenderDie|stickerBox|yellowBag,label|label|label|label|label|label|label|label|label|label,cloudSign:0.44299999999999995;eyeball:0.5897399999999999;metalKey:0.48951999999999996;pinkCandle:0.26295;redWhistle:0.32900999999999997;blueSunglasses:0.28245;hairClip:0.47518999999999995;lavenderDie:0.55333;stickerBox:0.44056000000000006;yellowBag:0.34635
2019-01-29,Person28_4,cloudSign|eyeball|sign,label|label|label,cloudSign:0.38982;eyeball:0.26406;sign:0.34919
2019-01-29,Person28_5,birdCall|eyeball|hairClip,label|label|label,birdCall:0.46813999999999995;eyeball:0.3153;hairClip:0.28248
2019-01-29,Person28_6,redWhistle|hairClip,label|label,redWhistle:0.8619;hairClip:0.34825
2019-01-30,Person29_1,pinkCandle|redWhistle,label|label,pinkCandle:0.28173000000000004;redWhistle:0.34315
2019-01-30,Person29_10,birdCall|cloudSign|eyeball|metalKey|partyFavor|pinkCandle|sign|trophy|blueSunglasses|hairClip,label|label|label|label|label|label|label|label|label|label,birdCall:0.25856999999999997;cloudSign:0.41272;eyeball:0.3709;metalKey:0.32897;partyFavor:0.39464;pinkCandle:0.37701;sign:0.53728;trophy:0.26689;blueSunglasses:0.32861;hairClip:0.31232
2019-01-30,Person29_11,birdCall|cloudSign|eyeball|pinkCandle|blueSunglasses,label|label|label|label|label,birdCall:0.27565;cloudSign:0.3664;eyeball:0.26028;pinkCandle:0.29704;blueSunglasses:0.37001
2019-01-30,Person29_12,birdCall|cloudSign|eyeball|metalKey|pinkCandle|pumpkinNotes|sign|blueSunglasses|lavenderDie|stickerBox,label|label|label|label|label|label|label|label|label|label,birdCall:0.38416;cloudSign:0.56042;eyeball:0.41084;metalKey:0.34047;pinkCandle:0.32559;pumpkinNotes:0.28615;sign:0.39208000000000004;blueSunglasses:0.27095;lavenderDie:0.34088;stickerBox:0.38155
2019-01-30,Person29_13,birdCall|cloudSign|eyeball|metalKey|partyFavor|pinkCandle|pumpkinNotes|blueSunglasses|yellowBag,label|label|label|label|label|label|label|label|label,birdCall:0.29316;cloudSign:0.43008;eyeball:0.35100000000000003;metalKey:0.37137;partyFavor:0.34435;pinkCandle:0.34826;pumpkinNotes:0.33945;blueSunglasses:0.35288;yellowBag:0.30257
2019-01-30,Person29_14,canadaPencil|cloudSign|eyeball|metalKey|redWhistle|sign|lavenderDie|yellowBag,label|label|label|label|label|label|label|label,canadaPencil:0.29224;cloudSign:0.30454000000000003;eyeball:0.37413;metalKey:0.34706;redWhistle:0.35172;sign:0.49331;lavenderDie:0.57353;yellowBag:0.27323000000000003
2019-01-30,Person29_2,birdCall|eyeball|redWhistle|sign|blueSunglasses|hairClip|lavenderDie,label|label|label|label|label|label|label,birdCall:0.37211;eyeball:0.46153999999999995;redWhistle:0.53971;sign:0.26295999999999997;blueSunglasses:0.25384;hairClip:0.26829000000000003;lavenderDie:0.35691
2019-01-30,Person29_3,partyFavor|redWhistle|sign,label|label|label,partyFavor:0.3084;redWhistle:0.78118;sign:0.35270999999999997
2019-01-30,Person29_4,birdCall|eyeball|metalKey|pinkCandle|sign|blueSunglasses|hairClip|yellowBag,label|label|label|label|label|label|label|label,birdCall:0.32748;eyeball:0.2851;metalKey:0.35613;pinkCandle:0.2722;sign:0.53901;blueSunglasses:0.31389;hairClip:0.44264;yellowBag:0.26605
2019-01-30,Person29_5,cupcakePaper|eyeball|redWhistle|sign|blueSunglasses|hairClip|lavenderDie,label|label|label|label|label|label|label,cupcakePaper:0.28628000000000003;eyeball:0.48041000000000006;redWhistle:0.67742;sign:0.33243;blueSunglasses:0.25187;hairClip:0.53635;lavenderDie:0.68801
