symbol_chr,RAS/CAS|L2FC,RAS/CAS|PValue,RAS/CAS|FDR,RAS/WT-O|L2FC,RAS/WT-O|PValue,RAS/WT-O|FDR,53KO/WT|L2FC,53KO/WT|PValue,53KO/WT|FDR,CAS/WT|L2FC,CAS/WT|Pvalue,CAS/WT|FDR
BC021891_chr8,2.00,1.9217E-11,1.7104E-10,-0.09,0.697190049,1,-0.815863824,0.001329174,0.005162101,-2.086919033,2.87E-12,1.75E-11
BC022687_chr12,-1.02,5.1930E-03,1.4284E-02,0.12,0.057636944,0.224503872,-0.146052829,0.571885309,0.871630022,1.14080709,7.01E-06,2.42E-05
BC023829_chrX,1.50,5.8501E-10,4.4184E-09,0.23,0.566311821,0.992615334,-0.815051306,0.017203179,0.049646328,-1.272242598,2.27E-08,1.00E-07
BC024139_chr15,2.36,1.3269E-16,2.0449E-15,-0.41,0.591099455,1,-0.502437781,0.188859937,0.375329651,-2.774241504,4.78E-18,4.43E-17
BC024978_chr7,0.54,0.039322943,0.087283688,-0.32,0.289222293,0.675895908,-0.676762789,0.117103671,0.254678019,-0.860144107,0.002023714,0.005048966
BC026585_chr1,1.07,4.2213E-09,2.9041E-08,-0.62,0.063165461,0.240689509,-0.96516427,0.000952869,0.00383214,-1.690301468,3.18E-14,2.26E-13
BC027072_chr17,0.00,1,1,0.00,1,1,0,1,1,0,1,1
BC027231_chr16,-0.20,0.247524775,0.423880021,0.23,0.333478242,0.731227572,0.43761615,0.039939392,0.102178717,0.429130549,0.03576816,0.071550793
BC028528_chr3,-1.54,2.3102E-08,1.4558E-07,3.22,5.59E-12,2.64E-10,4.442141613,4.79E-23,2.76E-21,4.75840919,3.41E-29,7.00E-28
BC029214_chr2,0.00,0.615362747,0.864319488,-0.81,0.001051076,0.009326846,-0.120790336,0.021690024,0.060549687,-0.802971422,0.000163638,0.000481264
BC030307_chr10,0.47,0.141449866,0.26568293,1.13,0.096157355,0.327140526,1.028480282,0.007998269,0.025327671,0.655361086,0.82907002,1
BC030336_chr7,-0.07,0.898652617,1,0.68,0.016564247,0.087768605,0.779861003,0.00298647,0.010599507,0.758213277,0.023321236,0.04843481
BC030500_chr8,0.00,1,1,0.00,1,1,0,1,1,0,1,1
BC030867_chr11,-2.53,1.6362E-12,1.6327E-11,2.77,7.85E-08,1.84E-06,1.878667153,1.35E-05,8.21E-05,5.304250326,8.53E-28,1.57E-26
BC031181_chr18,0.55,0.001490389,0.00456767,-0.79,0.003863438,0.027190987,0.153818297,0.743012947,1,-1.336716407,2.05E-09,9.88E-09
BC035044_chr6,-1.77,8.1228E-11,6.7661E-10,1.82,1.50E-05,0.000222369,4.315310458,1.34E-31,1.90E-29,3.59415909,3.39E-23,4.45E-22
BC037034_chr5,-0.93,5.84E-05,0.000229842,0.98,0.000576969,0.005540809,1.711992695,1.02E-14,2.46E-13,1.91243347,3.50E-13,2.29E-12
BC048403_chr10,0.26,0.331739835,0.540658489,-0.03,0.502407713,0.940278664,-0.69096727,0.033734305,0.088515891,-0.290656815,0.103783053,0.187246189
BC048502_chr15,0.00,1,1,0.00,1,1,0,1,1,0,1,1
BC048507_chr13,0.00,1,1,0.00,1,1,0,1,1,0,1,1
BC048546_chr6,1.02,1.67E-08,1.07E-07,1.14,6.56E-10,2.23E-08,0.546061101,0.001574383,0.006001092,0.118604235,0.56485478,0.801368969
BC048562_chr9,-1.02,0.552739002,0.797485369,0.00,1,1,0,1,1,1.018392408,1,1
BC048609_chr19,-0.55,0.796935762,1,0.06,0.586149329,1,0.50784141,0.116833608,0.254257238,0.616193227,0.389160999,0.591117753
BC048644_chr8,2.62,2.3692E-32,1.5168E-30,-0.94,0.005574242,0.036865503,-1.596369146,2.90E-08,2.83E-07,-3.55415243,1.27E-44,7.40E-43
BC048671_chr6,1.77,0.060521177,0.127667437,1.05,0.897610737,1,0.506095799,0.407434392,0.696694524,-0.728083019,0.045474949,0.08908367
BC048679_chr7,0.00,1,1,0.00,1,1,0,1,1,0,1,1
BC049352_chr9,-1.41,0.25082454,0.428898706,3.03,0.008273539,0.050621379,5.74266194,5.59E-07,4.38E-06,4.438311049,0.000326173,0.000914607
BC049635_chr4,-0.63,0.103302463,0.202663281,0.92,0.720962934,1,0.502995577,1,1,1.555095327,0.045660951,0.089406058
BC049715_chr6,-2.84,8.3471E-07,4.3099E-06,0.02,0.450851015,0.880453587,-0.07945538,0.260469422,0.486991905,2.858209927,0.000165711,0.000486868
BC049730_chr7,0.00,0.51565923,0.775808927,0.00,1,1,2.069502833,0.009802261,0.030252929,0,0.51565923,0.75555895
BC049762_chr11,-0.01,0.49312849,0.747915298,-0.40,0.714170576,1,0.68289223,0.320042216,0.57363729,-0.389204653,0.886323022,1
BC051019_chr7,-0.56,1,1,1.08,0.680021993,1,0,0.680021993,0.999396909,1.645107159,0.680021993,0.936571715
BC051142_chr17,-2.21,5.78E-07,3.05E-06,2.35,0.019416822,0.099547087,1.894130635,0.000199489,0.000939817,4.558783974,2.59E-11,1.47E-10
BC051628_chr2,-0.02,0.083747691,0.168944009,0.51,0.667396873,1,1.770905932,0.355891967,0.623938542,0.529629189,0.420033192,0.632062378
BC051665_chr13,0.00,1,1,0.00,1,1,0,1,1,0,1,1
BC052040_chr2,-0.05,0.543557406,0.797485369,0.15,0.79163851,1,-1.540206845,7.71E-05,0.000397975,0.202071596,0.38810586,0.589784881
BC053393_chr11,0.00,1,1,0.00,1,1,0,1,1,0,1,1
BC055111_chr4,-1.00,0.009399834,0.024304172,2.34,0.018014271,0.093952346,0,0.086577719,0.197164741,3.341125392,5.47E-05,0.000170792
BC055324_chr1,-1.70,1.8612E-09,1.3350E-08,0.59,0.040296898,0.172309091,-0.053841823,1,1,2.292562857,1.23E-14,8.97E-14
BC061194_chr2,-1.55,0.381529655,0.60685216,0.86,1,1,2.148973153,0.269013224,0.499350426,2.406491818,0.150372124,0.26075572
BC061212_chr5,0.00,1,1,0.00,1,1,0,1,1,0,1,1
BC061237_chr14,0.00,1,1,0.00,1,1,0,1,1,0,1,1
BC068157_chr8,-0.29,0.608641022,0.856275643,0.40,0.16059788,0.4630835,-0.643256389,0.242452381,0.459779137,0.683896533,0.058510988,0.112009502
BC068281_chr12,1.39,1.3600E-07,7.7927E-07,-0.42,0.104978345,0.347882039,-1.50022089,5.35E-05,0.000285073,-1.810601738,2.38E-11,1.35E-10
BC080695_chr4,0.00,1,1,0.00,1,1,0,1,1,0,1,1
BC089491_chr7,0.00,1,1,0.00,1,1,0,1,1,0,1,1
BC089597_chr10,1.54,1.2532E-10,1.0269E-09,-0.22,0.455620737,0.886038374,0.106293599,0.302346729,0.547280784,-1.755339036,1.10E-12,6.96E-12
BC094916_chr1,-1.75,1.6228E-06,8.0532E-06,3.09,3.57E-05,0.000478615,2.299267341,1.13E-05,6.98E-05,4.843209784,7.68E-16,6.12E-15
BC100451_chr11,-1.90,0.11852686,0.228109891,-0.20,0.812618696,1,0.672619847,1,1,1.693282767,0.312059781,0.492208144
BC100530_chr16,-2.87,4.2347E-08,2.5790E-07,0.00,1,1,2.885868867,6.92E-05,0.000360212,2.872973364,1.00E-05,3.40E-05
BC107364_chr3,0.00,0.168747655,0.307922071,0.00,0.240210116,0.60318564,0,1,1,0,1,1
BC117090_chr16,-0.85,0.195241827,0.347269253,0.00,1,1,0,0.195241827,0.385474476,0.846423614,0.317656629,0.499887599
Bcam_chr7,0.64,0.164907322,0.30312791,-0.14,0.959997431,1,-0.558213786,0.81198,1,-0.777264788,0.156480418,0.270180558
Bcan_chr3,-3.23,6.90E-06,3.13E-05,0.00,1,1,0,1,1,3.228905523,0.000489045,0.001338482
Bcap29_chr12,-1.50,1.2926E-14,1.5919E-13,0.16,0.319001041,0.714906866,0.533373045,0.040841499,0.104039946,1.662048584,9.88E-18,8.96E-17
Bcap31_chrX,1.38,9.9797E-11,8.2625E-10,-0.21,0.74044616,1,-1.064565174,7.92E-08,7.20E-07,-1.592890099,1.21E-11,7.05E-11
Bcar1_chr8,2.35,2.7638E-32,1.7557E-30,-0.17,0.809402826,1,-0.677248834,0.005538771,0.018263484,-2.523197167,2.86E-33,7.63E-32
Bcar3_chr3,2.19,1.8644E-22,5.1154E-21,-0.74,0.000711841,0.006678716,-1.081497407,2.92E-10,3.91E-09,-2.931999105,9.00E-37,3.04E-35
Bcas1_chr2,-0.83,0.000318715,0.001104687,3.10,2.38E-07,5.12E-06,5.286650811,2.49E-23,1.50E-21,3.935654706,8.34E-15,6.19E-14
Bcas2_chr3,-0.60,0.00316757,0.009083703,-0.08,0.477618398,0.912891815,0.836746687,0.014035844,0.041500384,0.523466573,0.025351164,0.052170465
Bcas3_chr11,1.04,2.0483E-07,1.1507E-06,-0.19,0.697351012,1,-0.992527555,5.82E-06,3.80E-05,-1.22864438,3.07E-08,1.34E-07
Bcat1_chr6,-4.08,3.83E-18,6.90E-17,1.52,0.072624194,0.267478013,2.01242421,0.000409049,0.001800437,5.598803943,5.61E-18,5.18E-17
Bcat2_chr7,-0.03,0.768116424,1,0.11,0.768929362,1,0.289538942,0.091320874,0.206248505,0.134125124,0.556251856,0.791773942
Bccip_chr7,0.62,0.006402544,0.01724761,-0.17,0.820930401,1,0.43260513,0.313215972,0.563270075,-0.787611332,0.00320754,0.007735108
Bcdin3d_chr15,0.75,0.019436886,0.046683881,-0.44,0.763695453,1,-0.409169741,0.47157285,0.783090607,-1.193512796,0.009514931,0.021286773
Bche_chr3,1.24,8.6106E-10,6.4015E-09,-0.08,0.730338432,1,-1.000032519,7.66E-08,6.97E-07,-1.323149878,1.08E-10,5.82E-10
Bckdha_chr7,1.84,2.4688E-16,3.7088E-15,-0.70,0.028228517,0.132745999,-1.298539442,6.11E-10,7.74E-09,-2.54183178,2.86E-24,4.10E-23
Bckdhb_chr9,0.37,0.019011546,0.04577109,0.00,0.616450535,1,0.468236451,0.021037808,0.058948476,-0.367440147,0.065456975,0.123899685
Bckdk_chr7,-1.00,4.2971E-08,2.6134E-07,-0.26,0.212760013,0.557214475,-0.041215723,0.58108672,0.882471109,0.742527805,2.53E-05,8.23E-05
Bcl10_chr3,-0.49,0.009490123,0.02450833,0.53,0.013607154,0.075508656,0.678880865,0.033329218,0.087614453,1.021761086,5.60E-07,2.16E-06
Bcl11a_chr11,-2.11,1.1023E-13,1.2412E-12,2.01,6.55E-07,1.30E-05,2.302790192,3.46E-11,5.26E-10,4.129093021,7.60E-29,1.52E-27
Bcl11b_chr12,-1.66,9.07E-06,4.05E-05,2.02,1.29E-05,0.000193671,2.793800894,2.49E-10,3.38E-09,3.689386127,6.66E-15,4.98E-14
Bcl2_chr1,-3.43,5.0275E-45,6.6011E-43,1.79,4.86E-07,9.92E-06,2.843744181,3.64E-22,1.93E-20,5.223402121,3.53E-68,7.67E-66
Bcl2a1a_chr9,-3.40,2.7457E-30,1.4874E-28,4.30,2.51E-22,7.28E-20,7.495632339,1.39E-61,2.15E-58,7.701468246,3.99E-71,1.05E-68
Bcl2a1b_chr9,-3.43,3.4134E-23,1.0144E-21,3.31,1.30E-16,1.38E-14,6.130079377,1.82E-42,6.50E-40,6.740136294,2.20E-53,2.38E-51
Bcl2a1c_chr9,-1.81,0.011547381,0.029331868,0.00,0.302616271,0.694186372,3.669008995,0.001184595,0.004648766,1.811842593,0.000607831,0.00164103
Bcl2a1d_chr9,-3.56,1.5526E-31,9.1347E-30,3.33,7.09E-17,7.70E-15,6.606884362,4.22E-55,4.09E-52,6.895079246,2.29E-65,4.44E-63
Bcl2l1_chr2,0.08,0.960627501,1,-0.22,0.241318415,0.605057142,-0.816046366,7.36E-05,0.000381276,-0.296142752,0.221765422,0.366911244
Bcl2l10_chr9,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Bcl2l11_chr2,-0.28,0.107271774,0.209337142,1.39,0.032362986,0.147705382,0.734297835,0.036917729,0.095605976,1.67065341,0.000216388,0.000624314
Bcl2l12_chr7,-1.12,4.3582E-05,1.7439E-04,-0.17,0.729832993,1,0.398781497,0.172674832,0.34880166,0.942438197,0.000221599,0.000638319
Bcl2l13_chr6,0.88,3.08E-06,1.47E-05,-0.43,0.079429822,0.28588339,-1.326813976,8.06E-08,7.30E-07,-1.308205906,2.18E-10,1.14E-09
Bcl2l14_chr6,-0.74,0.076419503,0.156130924,0.72,0.016536244,0.087660196,-0.566744844,0.689931386,1,1.463189458,5.96E-05,0.000185299
Bcl2l15_chr3,-3.59,1.4354E-13,1.5984E-12,0.97,0.044542019,0.185878347,5.318295093,6.57E-22,3.43E-20,4.563619767,2.49E-17,2.21E-16
Bcl2l2_chr14,0.80,7.75E-05,0.000298501,-0.20,0.073936762,0.271280446,-0.606860685,0.006423455,0.020834765,-0.999484481,1.41E-08,6.36E-08
Bcl3_chr7,0.51,0.029461276,0.067582674,0.21,0.050101849,0.203063649,0.468037391,0.003577534,0.012411089,-0.300943612,0.833556864,1
Bcl6_chr16,1.93,2.5692E-04,9.0644E-04,2.74,0.247279253,0.615351733,1.753783447,0.648459334,0.962398296,0.805109274,0.009951348,0.022186236
Bcl6b_chr11,0.09,0.21823668,0.382346057,1.33,0.000229302,0.002477442,2.533300689,2.90E-15,7.51E-14,1.243038885,0.011977589,0.026287578
Bcl7a_chr5,-0.30,0.106668049,0.208333931,0.28,0.429960043,0.853602546,-0.175066098,0.897474285,1,0.582975818,0.017132089,0.036604739
Bcl7b_chr5,-0.25,0.195634605,0.347861379,0.03,0.873018446,1,0.55265289,0.029904144,0.079790161,0.28056365,0.14786676,0.256909651
Bcl7c_chr7,-0.75,0.000836833,0.002684703,-0.17,0.998365943,1,-0.137097965,0.466138587,0.775340736,0.579700899,0.000873084,0.002301812
Bcl9_chr3,-0.51,0.12101913,0.231995759,0.51,0.447863754,0.876640583,-1.247166011,0.241678279,0.458680064,1.020464451,0.022287779,0.046492055
Bcl9l_chr9,0.27,0.184699925,0.331743277,-0.56,0.017343088,0.091003243,-1.082731322,0.003329432,0.011665311,-0.83618738,0.000229741,0.000659973
Bclaf1_chr10,-0.82,5.71E-05,0.000225473,0.45,0.218062129,0.566167343,0.624045139,0.006444868,0.020898386,1.276107584,1.85E-07,7.45E-07
Bco2_chr9,1.08,1.2309E-09,9.0353E-09,-0.72,0.007158222,0.0451199,-1.166278005,5.76E-10,7.34E-09,-1.797222384,7.31E-18,6.70E-17
Bcor_chrX,-0.84,0.000217491,0.000777972,-0.03,0.141961609,0.427411297,-0.201651881,0.147238754,0.307580104,0.808420111,0.026054604,0.053504374
Bcorl1_chrX,1.96,2.8815E-11,2.5176E-10,-0.37,0.095186636,0.324617891,-1.107196674,0.001265754,0.004938078,-2.328230864,6.41E-16,5.13E-15
Bcr_chr10,0.63,0.000238536,0.000846866,-0.36,0.020749104,0.104759758,-0.752013338,2.73E-05,0.000155478,-0.994981904,3.11E-09,1.48E-08
Bcs1l_chr1,0.79,0.000280985,0.000983325,-0.63,0.112903554,0.365799329,-1.136956917,0.000166553,0.00079644,-1.421121129,2.43E-07,9.72E-07
Bdh1_chr16,3.21,5.4187E-47,8.1246E-45,-0.65,0.01629606,0.086703398,-1.535052818,1.49E-12,2.74E-11,-3.859984623,1.56E-59,2.30E-57
Bdh2_chr3,3.01,5.0999E-29,2.4488E-27,-0.60,0.021416316,0.107266203,-0.964382693,2.18E-08,2.18E-07,-3.609669805,2.22E-38,8.71E-37
Bdkrb1_chr12,-1.83,0.000358404,0.001231417,0.86,0.642206738,1,2.516941531,0.006508097,0.021059341,2.690886828,0.024558902,0.050673388
Bdkrb2_chr12,-0.16,1,1,-1.35,0.064710536,0.245010242,-2.208262397,0.045441412,0.11400825,-1.189869989,0.064710536,0.122634988
Bdnf_chr2,2.87,2.03E-17,3.42E-16,0.06,0.682724801,1,-0.430786869,0.26428756,0.49254554,-2.808658889,1.94E-15,1.51E-14
Bdp1_chr13,-0.38,0.215497688,0.378260293,0.43,0.824029164,1,1.244925908,0.048688538,0.12090198,0.801717156,0.315663629,0.497121552
Bean1_chr8,-7.76,1.0049E-51,1.8683E-49,0.00,1,1,2.561686926,0.001779393,0.006696857,7.761407307,3.26E-42,1.65E-40
Becn1_chr11,-0.15,0.68537816,0.942496357,-0.09,0.595288285,1,0.303888882,0.198569654,0.390650873,0.065536362,0.899451265,1
Begain_chr12,-4.96,8.5210E-27,3.3564E-25,1.45,0.037365081,0.163780551,2.561686926,0.001814415,0.006814317,6.401355123,1.31E-25,2.03E-24
Bend3_chr10,1.08,1.9810E-04,7.1411E-04,-0.45,0.127312256,0.397039295,-0.570675719,0.079475929,0.183783143,-1.531327529,2.71E-07,1.08E-06
Bend4_chr5,-1.69,2.44E-07,1.36E-06,1.75,0.004774657,0.032473818,2.451844379,2.54E-09,2.93E-08,3.436821018,1.70E-13,1.14E-12
Bend5_chr4,1.89,0.145568541,0.272187053,-0.09,0.738048438,1,-0.97475833,0.137720797,0.291576144,-1.979903953,0.363532988,0.556518454
Bend6_chr1,0.25,0.850286016,1,3.31,2.12E-08,5.49E-07,3.373738741,7.20E-10,9.04E-09,3.061309615,5.53E-08,2.35E-07
Bend7_chr2,1.97,1.8580E-16,2.8185E-15,0.11,0.863123631,1,-0.642802852,0.001672649,0.006333589,-1.863975213,1.38E-15,1.08E-14
Best1_chr19,-3.83,5.8781E-09,3.9827E-08,1.27,0.001366312,0.011538184,0.737227593,0.040401629,0.103122884,5.102908467,1.64E-13,1.10E-12
Best2_chr8,0.00,0.217540231,0.381306154,0.00,1,1,0,0.558886904,0.864402986,0,0.338330356,0.526573631
Best3_chr10,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Bet1_chr6,1.02,6.5454E-06,2.9780E-05,-0.59,0.163883089,0.468871474,0.223059943,0.812468271,1,-1.603484827,5.40E-09,2.52E-08
Bet1l_chr7,0.12,0.258978098,0.440959118,-0.32,0.248274308,0.616771235,0.740950308,0.000843896,0.003444855,-0.438401698,0.022888242,0.047620657
Bex1_chrX,-0.45,0.001328545,0.004108501,0.82,0.672316778,1,0.616206543,0.606092639,0.911865924,1.273885837,0.000894669,0.002354711
Bex2_chrX,-0.24,0.765550908,1,2.70,0.897608897,1,2.561686926,1,1,2.947884158,1,1
Bex4_chrX,0.35,0.578946982,0.823271607,-0.66,0.760356217,1,-0.278858839,0.927649199,1,-1.008525381,0.888527661,1
Bex6_chr16,-3.71,1.4819E-18,2.7707E-17,2.67,0.039867613,0.171153432,1.266462694,0.037700024,0.097371479,6.38518485,4.44E-21,5.08E-20
Bfar_chr16,0.54,0.005628325,0.015375839,-0.10,0.977189841,1,0.287465508,0.420607226,0.714958451,-0.638912207,0.006309283,0.014510414
Bfsp1_chr2,-1.58,1.8566E-05,7.8837E-05,1.04,0.881575471,1,1.641214642,0.071112793,0.167544739,2.62038501,2.72E-05,8.81E-05
Bfsp2_chr9,-5.44,2.3305E-23,7.0248E-22,0.22,0.748249958,1,1.981720068,0.012912989,0.038627607,5.659869498,1.42E-21,1.67E-20
Bglap_chr3,-1.41,0.023272477,0.05475877,0.00,1,1,0,0.66076539,0.976856721,1.406537506,0.378655363,0.577121631
Bglap2_chr3,-0.31,1,1,0.54,0.705972538,1,2.080706766,0.057875068,0.140281244,0.846423614,0.640220368,0.891101476
Bgn_chrX,-0.21,0.014145376,0.035129146,0.35,0.204525679,0.541981389,-0.317944974,0.928673017,1,0.554491101,0.000213848,0.000617293
Bhlha15_chr5,0.33,0.293672091,0.489383292,-1.38,0.313536055,0.708445606,2.249428901,9.66E-05,0.000486939,-1.705485971,0.042966158,0.084664533
Bhlha9_chr11,-0.44,0.107559357,0.209827874,0.86,1,1,0,0.289796905,0.529388467,1.30341634,0.023965409,0.04961747
Bhlhb9_chrX,-0.39,0.023056511,0.054333128,0.21,0.407851987,0.825579669,-0.430635236,0.011581675,0.035151904,0.602921456,0.174070659,0.295911208
Bhlhe22_chr3,-2.19,2.78E-06,1.34E-05,0.53,0.69165162,1,0.656082159,0.825883045,1,2.713178219,0.00034023,0.000951611
Bhlhe23_chr2,-2.70,9.57E-07,4.91E-06,0.00,1,1,0,1,1,2.70290661,0.000102771,0.000310625
Bhlhe40_chr6,0.61,0.00251768,0.007386805,0.33,0.484701414,0.920900986,0.087256304,0.795798584,1,-0.282291525,0.020073508,0.042325197
Bhlhe41_chr6,2.25,6.9203E-11,5.8166E-10,1.78,7.17E-08,1.69E-06,0.419040845,0.087838542,0.199469193,-0.468117232,0.469318118,0.696351469
Bhmt_chr13,-0.35,0.26997955,0.456468226,-1.60,0.002407957,0.018408201,-1.128266459,0.00400523,0.013720748,-1.25194665,0.051138397,0.09893909
Bhmt2_chr13,0.78,7.06E-06,3.20E-05,-1.01,0.000253412,0.002698958,-0.905861524,0.000170009,0.000811796,-1.790477299,1.26E-15,9.93E-15
Bicc1_chr10,-0.68,0.054355259,0.116361111,-0.60,0.099037243,0.334198568,-3.84561863,0.00235265,0.008585991,0.075627571,0.797633225,1
Bicd1_chr6,1.12,1,1,1.12,1,1,0,0.758197564,1,0,1,1
Bicd2_chr13,-0.47,0.002513656,0.007376862,0.42,0.205378392,0.543559257,0.897153827,1.23E-06,9.12E-06,0.887107109,2.17E-05,7.13E-05
Bid_chr6,-0.11,0.666788137,0.921677054,0.29,0.596112702,1,-0.19516405,0.081178104,0.186864018,0.398466881,0.337371232,0.52532713
Bik_chr15,1.09,3.5815E-04,1.2307E-03,0.29,0.703487603,1,0.93484986,0.28040652,0.515639146,-0.806165584,0.001698248,0.004296928
Bin1_chr18,0.59,0.001845532,0.005547099,0.50,0.02442943,0.118699553,0.610226156,0.012461385,0.037440542,-0.086120548,0.401493711,0.607389262
Bin3_chr14,-0.56,0.000195283,0.000705153,0.39,0.054773026,0.216116321,0.29021149,0.087020845,0.198038037,0.958437924,2.41E-08,1.06E-07
Birc2_chr9,-0.89,2.24E-06,1.09E-05,0.82,0.000111588,0.001303775,1.232827588,5.20E-12,8.97E-11,1.714040717,3.71E-17,3.25E-16
Birc3_chr9,-0.90,2.04E-07,1.14E-06,0.35,0.079631849,0.286255866,0.970099273,1.24E-06,9.18E-06,1.25273377,7.53E-12,4.45E-11
Birc5_chr11,-2.69,7.1753E-25,2.4415E-23,2.08,6.28E-10,2.14E-08,2.299690803,1.97E-15,5.22E-14,4.769677668,1.92E-49,1.56E-47
Birc6_chr17,0.01,0.797734161,1,0.16,0.844439415,1,-0.224733873,0.119849181,0.259701733,0.153310989,0.650843881,0.9034531
Birc7_chr2,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Bivm_chr1,0.54,0.011763842,0.029823464,0.15,0.993893292,1,0.348535351,0.760687173,1,-0.391234998,0.012072292,0.026482921
Blcap_chr2,0.49,0.003935091,0.011068931,-0.77,6.31E-05,0.000786591,-0.761053416,1.64E-06,1.18E-05,-1.252297171,1.04E-11,6.07E-11
Blk_chr14,-1.48,8.7838E-08,5.1471E-07,1.64,0.000146708,0.001661394,1.414097531,0.000403576,0.001778366,3.127353045,1.60E-17,1.43E-16
Blm_chr7,-1.73,3.2957E-08,2.0370E-07,0.48,0.150390174,0.444043658,0.166971269,0.981601254,1,2.209044562,1.82E-11,1.04E-10
Blmh_chr11,0.72,0.000648204,0.002116066,-0.84,2.62E-05,0.000365683,-0.545848647,0.000240732,0.001114688,-1.556124481,6.25E-14,4.32E-13
Blnk_chr19,1.40,0.082180605,0.166191895,2.41,1.20E-05,0.000181516,1.737926632,8.31E-06,5.28E-05,1.007617992,0.005352769,0.012457276
Bloc1s1_chr10,0.69,0.024248988,0.056832037,0.02,0.307064615,0.700243513,0.671284491,0.144480088,0.302952511,-0.669769136,0.216722708,0.359246486
Bloc1s2_chr19,-0.88,0.002309045,0.006825516,0.20,0.333374264,0.731183268,1.655044751,2.51E-06,1.75E-05,1.080584535,7.05E-05,0.000217006
Bloc1s3_chr7,0.87,0.00112744,0.003537902,0.00,0.625088746,1,-0.040126303,0.84993963,1,-0.871194274,0.000221325,0.000637687
Blvra_chr2,-0.16,0.072378354,0.148935093,0.37,0.134411915,0.411559013,1.098161755,9.49E-05,0.000479745,0.529982722,0.001068514,0.002776726
Blvrb_chr7,1.46,1.0237E-06,5.2287E-06,0.10,0.268644669,0.646438405,0.052877386,0.846907455,1,-1.353096495,0.000131602,0.000391654
Blzf1_chr1,-0.01,0.935074501,1,-0.01,0.851966534,1,0.080582553,0.65050522,0.964818516,0.001084959,0.786492815,1
Bmf_chr2,0.10,0.429924867,0.66926478,0.88,0.022997223,0.113256086,-1.067355069,0.000895012,0.003628765,0.779689799,0.137103615,0.240003617
Bmi1_chr2,-0.55,0.012234424,0.030878367,0.19,0.326647134,0.724082353,0.982663182,7.66E-05,0.000395485,0.732340416,0.000534833,0.001455447
Bmp1_chr14,0.74,1.13E-05,4.98E-05,-0.67,0.005491381,0.036441948,-1.080297096,2.20E-05,0.000127862,-1.411520688,1.61E-12,1.00E-11
Bmp10_chr6,0.72,0.214124278,0.376218963,-2.35,0.001569154,0.012931607,-2.413020219,0.043245334,0.109348446,-3.070115346,1.34E-05,4.49E-05
Bmp15_chrX,-6.35,4.1537E-25,1.4429E-23,0.00,1,1,0,0.509336437,0.831534094,6.349732921,1.82E-19,1.86E-18
Bmp2_chr2,0.58,0.025892522,0.060210348,-0.37,0.148432419,0.440614309,0.954628973,0.007612926,0.024242862,-0.948380061,0.000275728,0.000782313
Bmp2k_chr5,-0.30,0.191447308,0.341749401,0.31,0.261080185,0.635806716,-0.772075397,0.000772038,0.003178979,0.601497698,0.015831439,0.034029102
Bmp3_chr5,-0.85,0.734197924,0.993638468,0.00,0.529098069,0.961644672,0,0.529098069,0.844873917,0.846423614,0.293647103,0.467101894
Bmp4_chr14,1.18,1.5185E-05,6.5352E-05,-0.93,0.035392264,0.157118665,-1.671412027,7.50E-07,5.76E-06,-2.108129995,4.78E-10,2.43E-09
Bmp5_chr9,1.18,7.0647E-03,1.8824E-02,-0.26,0.067649927,0.25321055,-0.981915999,0.040581928,0.103514872,-1.443579972,9.13E-06,3.11E-05
Bmp6_chr13,1.91,7.2638E-05,2.8149E-04,-1.77,0.000118648,0.001373884,-2.534347277,0.000921536,0.003721372,-3.677374922,2.96E-13,1.95E-12
Bmp7_chr2,-0.17,0.604042123,0.850990478,-0.70,0.908031081,1,-0.805171574,0.038621353,0.09935358,-0.527942513,0.703948665,0.962679003
Bmp8a_chr4,-0.63,0.045028444,0.098481182,0.00,1,1,0,1,1,0.626964914,0.108893535,0.195480129
Bmp8b_chr4,-0.67,0.361576907,0.580561512,1.79,0.073528528,0.27008108,1.124584578,0.831271736,1,2.454127242,0.007665407,0.017403678
Bmper_chr9,-2.05,5.2159E-10,3.9730E-09,3.89,3.67E-08,9.17E-07,5.216091142,9.92E-17,3.02E-15,5.94636877,2.74E-26,4.48E-25
Bmpr1a_chr14,1.29,2.2994E-09,1.6352E-08,0.02,0.75061918,1,-0.363788809,0.031859383,0.08429099,-1.271324082,3.95E-10,2.03E-09
Bmpr1b_chr3,0.00,1,1,0.00,1,1,0,1,1,0,1,1
Bmpr2_chr1,0.21,0.956954087,1,-1.48,6.09E-05,0.000761404,-0.817757119,0.012973257,0.038772953,-1.689875307,5.01E-05,0.000157413
Bms1_chr6,-0.22,0.393291801,0.622325965,-0.31,0.083609983,0.296023157,0.129321953,0.541647308,0.856376858,-0.087099785,0.378596059,0.57706909
Bmx_chrX,-0.44,0.213726207,0.375604738,0.09,0.138119945,0.41915742,1.23311847,5.10E-05,0.000273602,0.529966837,0.008559517,0.019281108
Bmyc_chr2,-1.58,2.5204E-06,1.2183E-05,-1.08,0.118952982,0.378796388,-1.918457731,5.11E-06,3.37E-05,0.508010586,0.001445571,0.003695015
Bnc1_chr7,3.26,0.10706358,0.208983504,1.13,0.43364522,0.857767887,0.760743961,0.352218988,0.619033254,-2.133065023,0.538160592,0.77958313
